School Code,Academic Year,District Name,School Name,School Type,"Educational 
Option Type","Charter 
School 
(0=No, 1 = Yes)","Percent (%) 
Eligible FRPM 
(K-12)"
6113849,2019,Coalinga-Huron Unified,Huron Middle,Intermediate/Middle Schools (Public),Traditional,0,98.8
111047,2019,Pomona Unified,Lopez Elementary,Elementary Schools (Public),Traditional,0,98.8
6034524,2019,San Juan Unified,Dyer-Kelly Elementary,Elementary Schools (Public),Traditional,0,98.8
6021190,2021,Palmdale Elementary,Tumbleweed Elementary,Elementary Schools (Public),Traditional,0,98.79518072
0119701,2022,Los Angeles Unified,Sal Castro Middle,Intermediate/Middle Schools (Public),Traditional,0,98.79154079
6019624,2021,Los Angeles Unified,Union Avenue Elementary,Elementary Schools (Public),Traditional,0,98.7804878
6019848,2022,Los Angeles Unified,Weigand Avenue Elementary,Elementary Schools (Public),Traditional,0,98.7804878
0111211,2021,Los Angeles Unified,New Heights Charter,Elementary Schools (Public),Traditional,0,98.77750611
0113811,2021,Fresno Unified,Deborah A. Williams Elementary,Elementary Schools (Public),Traditional,0,98.77112135
6009203,2021,Bakersfield City,Williams Elementary,Elementary Schools (Public),Traditional,0,98.76847291
6019889,2022,Los Angeles Unified,West Vernon Avenue Elementary,Elementary Schools (Public),Traditional,0,98.76760563
0119735,2022,Los Angeles Unified,Young Oak Kim Academy,Intermediate/Middle Schools (Public),Traditional,0,98.76695438
0101659,2021,Los Angeles Unified,"CATCH Prep Charter High, Inc.",High Schools (Public),Traditional,0,98.7654321
6018378,2023,Los Angeles Unified,Ninety-Sixth Street Elementary,Elementary Schools (Public),Traditional,0,98.76325088
0112029,2023,Los Angeles Unified,School of Business and Tourism at Contreras Learning Complex,High Schools (Public),Traditional,0,98.76237624
6006365,2021,Fresno Unified,Lincoln Elementary,Elementary Schools (Public),Traditional,0,98.75886525
6016018,2022,Los Angeles Unified,Belvedere Elementary,Elementary Schools (Public),Traditional,0,98.75
0110239,2022,Oakland Unified,Reach Academy Elementary,Elementary Schools (Public),Traditional,0,98.74686717
1030774,2023,Washington Unified,W.E.B. DuBois Public Charter,K-12 Schools (Public),Traditional,1,98.7460815
6061444,2023,Los Angeles Unified,Thomas A. Edison Middle,Intermediate/Middle Schools (Public),Traditional,0,98.74429224
0122416,2023,Los Angeles Unified,Barack Obama Global Preparation Academy,K-12 Schools (Public),Traditional,0,98.74055416
6032411,2021,Palm Springs Unified,Cielo Vista Charter,Elementary Schools (Public),Traditional,0,98.73708381
6019053,2021,Los Angeles Unified,San Pedro Street Elementary,Elementary Schools (Public),Traditional,0,98.73417722
6020713,2021,Mountain View Elementary,Cogswell Elementary,Elementary Schools (Public),Traditional,0,98.73417722
6015812,2023,Los Angeles Unified,Ann Street Elementary,Elementary Schools (Public),Traditional,0,98.73417722
6006555,2023,Fresno Unified,Webster Elementary,Elementary Schools (Public),Traditional,0,98.73015873
6102560,2021,Palm Springs Unified,Julius Corsini Elementary,Elementary Schools (Public),Traditional,0,98.72773537
6106736,2021,Lennox,Lennox Middle,Intermediate/Middle Schools (Public),Traditional,0,98.72521246
0126425,2023,Los Angeles Unified,"Gerald A. Lawson Academy of the Arts, Mathematics and Science",Elementary Schools (Public),Traditional,0,98.72340426
6018386,2021,Los Angeles Unified,Ninety-Third Street Elementary,Elementary Schools (Public),Traditional,0,98.72204473
6019848,2023,Los Angeles Unified,Weigand Avenue Elementary,Elementary Schools (Public),Traditional,0,98.72204473
6018543,2022,Los Angeles Unified,One Hundred Sixteenth Street Elementary,Elementary Schools (Public),Traditional,0,98.72122762
6009013,2021,Bakersfield City,Jefferson Elementary,Elementary Schools (Public),Traditional,0,98.7202925
6021208,2022,Palmdale Elementary,Yucca Elementary,Elementary Schools (Public),Traditional,0,98.71244635
6018535,2021,Los Angeles Unified,One Hundred Seventh Street Elementary,Elementary Schools (Public),Traditional,0,98.71194379
6039754,2023,San Diego Unified,Horton Elementary,Elementary Schools (Public),Traditional,0,98.71134021
0124560,2023,Los Angeles Unified,Synergy Quantum Academy,High Schools (Public),Traditional,1,98.71086556
6061527,2021,Los Angeles Unified,Edwin Markham Middle,Intermediate/Middle Schools (Public),Traditional,0,98.70689655
0106971,2021,Los Angeles Unified,Vista Middle,Intermediate/Middle Schools (Public),Traditional,0,98.7065481
0124008,2021,Los Angeles Unified,Animo James B. Taylor Charter Middle,Intermediate/Middle Schools (Public),Traditional,0,98.70410367
6026009,2022,Alisal Union,Jesse G. Sanchez Elementary,Elementary Schools (Public),Traditional,0,98.70298314
6058176,2023,Los Angeles Unified,John Muir Middle,Intermediate/Middle Schools (Public),Traditional,0,98.7012987
6005961,2019,Coalinga-Huron Unified,Huron Elementary,Elementary Schools (Public),Traditional,0,98.7
108894,2019,Los Angeles Unified,Alliance Judy Ivie Burton Technology Academy High,High Schools (Public),Traditional,1,98.7
124008,2019,Los Angeles Unified,Animo James B. Taylor Charter Middle,Intermediate/Middle Schools (Public),Traditional,1,98.7
6105472,2019,Soledad Unified,Gabilan Elementary,Elementary Schools (Public),Traditional,0,98.7
0111492,2023,Los Angeles Unified,Alliance Patti And Peter Neuwirth Leadership Academy,High Schools (Public),Traditional,1,98.6970684
0114850,2021,Los Angeles Unified,West Adams Preparatory High,High Schools (Public),Traditional,0,98.6967854
0108894,2021,Los Angeles Unified,Alliance Judy Ivie Burton Technology Academy High,High Schools (Public),Traditional,0,98.6949429
6002059,2023,Oakland Unified,Markham Elementary,Elementary Schools (Public),Traditional,0,98.69281046
0131870,2021,Los Angeles Unified,Resolute Academy Charter,Intermediate/Middle Schools (Public),Traditional,0,98.68995633
6009153,2021,Bakersfield City,Sierra Middle,Intermediate/Middle Schools (Public),Traditional,0,98.68421053
6019848,2021,Los Angeles Unified,Weigand Avenue Elementary,Elementary Schools (Public),Traditional,0,98.68073879
6026009,2021,Alisal Union,Jesse G. Sanchez Elementary,Elementary Schools (Public),Traditional,0,98.67899604
6120273,2022,Alisal Union,"Dr. Martin Luther King, Jr. Academy",Elementary Schools (Public),Traditional,0,98.67330017
0113811,2023,Fresno Unified,Deborah A. Williams Elementary,Elementary Schools (Public),Traditional,0,98.67330017
6005961,2021,Coalinga-Huron Unified,Huron Elementary,Elementary Schools (Public),Traditional,0,98.67197875
0117028,2023,Los Angeles Unified,Dr. James Edward Jones Primary Center,Elementary Schools (Public),Traditional,0,98.66666667
6017073,2022,Los Angeles Unified,Figueroa Street Elementary,Elementary Schools (Public),Traditional,0,98.6631016
6018378,2021,Los Angeles Unified,Ninety-Sixth Street Elementary,Elementary Schools (Public),Traditional,0,98.65671642
6019590,2021,Los Angeles Unified,Twenty-Eighth Street Elementary,Elementary Schools (Public),Traditional,0,98.65546218
0101659,2023,Los Angeles Unified,"CATCH Prep Charter High, Inc.",High Schools (Public),Traditional,1,98.63945578
6112692,2023,Palm Springs Unified,James Workman Middle,Intermediate/Middle Schools (Public),Traditional,0,98.6381323
0109348,2022,Los Angeles Unified,Aurora Elementary,Elementary Schools (Public),Traditional,0,98.63760218
6059091,2022,Palm Springs Unified,Nellie N. Coffman Middle,Intermediate/Middle Schools (Public),Traditional,0,98.63301788
0123133,2021,Los Angeles Unified,Alliance Susan and Eric Smidt Technology High,High Schools (Public),Traditional,0,98.61431871
6018378,2022,Los Angeles Unified,Ninety-Sixth Street Elementary,Elementary Schools (Public),Traditional,0,98.61111111
6006977,2023,Mendota Unified,Mendota Junior High,Intermediate/Middle Schools (Public),Traditional,0,98.61111111
0112052,2021,Los Angeles Unified,Panorama High,High Schools (Public),Traditional,0,98.60805861
0129585,2021,Los Angeles Unified,Nava College Preparatory Academy,High Schools (Public),Traditional,0,98.60465116
127936,2019,Los Angeles Unified,PREPA TEC - Los Angeles,Intermediate/Middle Schools (Public),Traditional,1,98.6
108779,2019,Paramount Unified,Howard Tanner,Elementary Schools (Public),Traditional,0,98.6
6071443,2021,Los Angeles Unified,Robert F. Kennedy Elementary,Elementary Schools (Public),Traditional,0,98.59813084
0127795,2022,Los Angeles Unified,Contreras Learning Center-School of Social Justice,High Schools (Public),Traditional,0,98.59813084
6024756,2023,San Rafael City Elementary,Bahia Vista Elementary,Elementary Schools (Public),Traditional,0,98.59649123
6016018,2021,Los Angeles Unified,Belvedere Elementary,Elementary Schools (Public),Traditional,0,98.59594384
6057921,2023,Los Angeles Unified,George Washington Carver Middle,Intermediate/Middle Schools (Public),Traditional,0,98.59550562
0112029,2022,Los Angeles Unified,School of Business and Tourism at Contreras Learning Complex,High Schools (Public),Traditional,0,98.58490566
6107064,2023,Los Angeles Unified,Pio Pico Middle,Intermediate/Middle Schools (Public),Traditional,0,98.58490566
6024830,2023,San Rafael City Elementary,San Pedro Elementary,Elementary Schools (Public),Traditional,0,98.58299595
6019814,2021,Los Angeles Unified,Wadsworth Avenue Elementary,Elementary Schools (Public),Traditional,0,98.58267717
0128058,2023,Los Angeles Unified,Alliance College-Ready Middle Academy 12,Intermediate/Middle Schools (Public),Traditional,1,98.5801217
0129973,2021,Palmdale Elementary,Tamarisk Elementary,Elementary Schools (Public),Traditional,0,98.57954545
6016018,2023,Los Angeles Unified,Belvedere Elementary,Elementary Schools (Public),Traditional,0,98.57904085
6018543,2021,Los Angeles Unified,One Hundred Sixteenth Street Elementary,Elementary Schools (Public),Traditional,0,98.57482185
0115584,2022,Oakland Unified,Global Family,Elementary Schools (Public),Traditional,0,98.57142857
0128991,2023,Inglewood Unified,Grace Hopper STEM Academy,Intermediate/Middle Schools (Public),Traditional,1,98.57142857
0124503,2023,Los Angeles Unified,Diego Rivera Learning Complex Green Design STEAM Academy,High Schools (Public),Traditional,0,98.56887299
0105692,2023,Kings Canyon Joint Unified,A. L. Conner Elementary,Elementary Schools (Public),Traditional,0,98.56733524
6023998,2022,Madera Unified,James Monroe Elementary,Elementary Schools (Public),Traditional,0,98.56
6018386,2023,Los Angeles Unified,Ninety-Third Street Elementary,Elementary Schools (Public),Traditional,0,98.54897219
6017065,2023,Los Angeles Unified,Fifty-Second Street Elementary,Elementary Schools (Public),Traditional,0,98.546042
0126375,2022,Los Angeles Unified,Sally Ride Elementary: A SMArT Academy,Elementary Schools (Public),Traditional,0,98.53658537
0124818,2021,Los Angeles Unified,Los Angeles Leadership Primary Academy,Elementary Schools (Public),Traditional,0,98.52941176
6113849,2022,Coalinga-Huron Unified,Huron Middle,Intermediate/Middle Schools (Public),Traditional,0,98.52941176
6007421,2023,Westside Elementary,Westside Elementary,Elementary Schools (Public),Traditional,0,98.52941176
6018568,2022,Los Angeles Unified,One Hundred Twelfth Street Elementary,Elementary Schools (Public),Traditional,0,98.52507375
6021208,2021,Palmdale Elementary,Yucca Elementary,Elementary Schools (Public),Traditional,0,98.52125693
6061402,2022,Los Angeles Unified,Berendo Middle,Intermediate/Middle Schools (Public),Traditional,0,98.51973684
0118943,2021,Palm Springs Unified,Cabot Yerxa Elementary,Elementary Schools (Public),Traditional,0,98.5141159
6052799,2022,Modesto City Elementary,Robertson Road Elementary,Elementary Schools (Public),Traditional,0,98.51190476
0112011,2023,Los Angeles Unified,William Jefferson Clinton Middle,Intermediate/Middle Schools (Public),Traditional,0,98.50746269
111575,2019,Los Angeles Unified,Animo Ralph Bunche Charter High,High Schools (Public),Traditional,1,98.5
117895,2019,Los Angeles Unified,Synergy Kinetic Academy,Intermediate/Middle Schools (Public),Traditional,1,98.5
124784,2019,Los Angeles Unified,Aspire Slauson Academy Charter,Elementary Schools (Public),Traditional,1,98.5
137984,2019,Compton Unified,Ánimo Compton Charter,K-12 Schools (Public),Traditional,1,98.5
6039754,2019,San Diego Unified,Horton Elementary,Elementary Schools (Public),Traditional,0,98.5
6053425,2019,Yuba City Unified,Park Avenue Elementary,Elementary Schools (Public),Traditional,0,98.5
6024046,2021,Madera Unified,Sierra Vista Elementary,Elementary Schools (Public),Traditional,0,98.4962406
3330578,2023,Palm Springs Unified,Cathedral City High,High Schools (Public),Traditional,0,98.49462366
6017776,2021,Los Angeles Unified,Langdon Avenue Elementary,Elementary Schools (Public),Traditional,0,98.49246231
0105767,2021,Palm Springs Unified,Rio Vista Elementary,Elementary Schools (Public),Traditional,0,98.49170437
6008940,2021,Bakersfield City,Fremont Elementary,Elementary Schools (Public),Traditional,0,98.48484848
6019061,2022,Los Angeles Unified,Martin Luther King Jr. Elementary,Elementary Schools (Public),Traditional,0,98.48484848
6058143,2023,Los Angeles Unified,Mary McLeod Bethune Middle,Intermediate/Middle Schools (Public),Traditional,0,98.48484848
0119701,2023,Los Angeles Unified,Sal Castro Middle,Intermediate/Middle Schools (Public),Traditional,0,98.48024316
0111492,2021,Los Angeles Unified,Alliance Patti And Peter Neuwirth Leadership Academy,High Schools (Public),Traditional,0,98.47972973
6071443,2022,Los Angeles Unified,Robert F. Kennedy Elementary,Elementary Schools (Public),Traditional,0,98.47715736
6009062,2021,Bakersfield City,Longfellow Elementary,Elementary Schools (Public),Traditional,0,98.47522236
6104822,2021,Los Angeles Unified,Sunrise Elementary,Elementary Schools (Public),Traditional,0,98.47094801
0112870,2023,Los Angeles Unified,Contreras Learning Center-Los Angeles School of Global Studies,High Schools (Public),Traditional,0,98.47094801
6032403,2023,Palm Springs Unified,Cathedral City Elementary,Elementary Schools (Public),Traditional,0,98.46860643
0136663,2021,San Diego Unified,America's Finest Charter,K-12 Schools (Public),Traditional,0,98.46827133
6018469,2021,Los Angeles Unified,One Hundred Eighteenth Street,Elementary Schools (Public),Traditional,0,98.46743295
6019459,2022,Los Angeles Unified,Tenth Street Elementary,Elementary Schools (Public),Traditional,0,98.46547315
6019624,2023,Los Angeles Unified,Union Avenue Elementary,Elementary Schools (Public),Traditional,0,98.46517119
6025787,2023,Planada Elementary,Planada Elementary,Elementary Schools (Public),Traditional,0,98.46153846
6019590,2023,Los Angeles Unified,Twenty-Eighth Street Elementary,Elementary Schools (Public),Traditional,0,98.45261122
0119701,2021,Los Angeles Unified,Sal Castro Middle,Intermediate/Middle Schools (Public),Traditional,0,98.45201238
6007058,2023,Parlier Unified,Cesar E Chavez Elementary,Elementary Schools (Public),Traditional,0,98.45132743
6006985,2022,Mendota Unified,Washington Elementary,Elementary Schools (Public),Traditional,0,98.44155844
6017636,2022,Los Angeles Unified,Hoover Street Elementary,Elementary Schools (Public),Traditional,0,98.43478261
